,Total Dropout Rate,Low SES Dropout Rate,Medium SES Dropout Rate,High SES Dropout Rate,Financial Aid Policy,Peer Influence Weight,Trial,Scenario
3,2.0,0.0,3.75,2.5,True,0.5,21,2_Intervention_FinancialAid
4,4.0,2.5,6.25,2.5,True,0.5,21,2_Intervention_FinancialAid
5,4.0,2.5,6.25,2.5,True,0.5,21,2_Intervention_FinancialAid
6,6.5,6.25,8.75,2.5,True,0.5,21,2_Intervention_FinancialAid
7,10.5,10.0,13.750000000000002,5.0,True,0.5,21,2_Intervention_FinancialAid
8,16.0,13.750000000000002,21.25,10.0,True,0.5,21,2_Intervention_FinancialAid
9,18.0,15.0,22.5,15.0,True,0.5,21,2_Intervention_FinancialAid
10,21.5,17.5,25.0,22.5,True,0.5,21,2_Intervention_FinancialAid
11,25.5,20.0,28.749999999999996,30.0,True,0.5,21,2_Intervention_FinancialAid
12,30.5,25.0,33.75,35.0,True,0.5,21,2_Intervention_FinancialAid
13,35.0,28.749999999999996,37.5,42.5,True,0.5,21,2_Intervention_FinancialAid
14,38.0,30.0,40.0,50.0,True,0.5,21,2_Intervention_FinancialAid
15,45.5,36.25,51.24999999999999,52.5,True,0.5,21,2_Intervention_FinancialAid
16,53.5,45.0,60.0,57.49999999999999,True,0.5,21,2_Intervention_FinancialAid
17,60.0,52.5,62.5,70.0,True,0.5,21,2_Intervention_FinancialAid
18,67.5,61.25000000000001,72.5,70.0,True,0.5,21,2_Intervention_FinancialAid
19,73.0,67.5,76.25,77.5,True,0.5,21,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,22,2_Intervention_FinancialAid
1,0.5,0.0,1.25,0.0,True,0.5,22,2_Intervention_FinancialAid
2,1.0,1.25,1.25,0.0,True,0.5,22,2_Intervention_FinancialAid
3,2.0,2.5,2.5,0.0,True,0.5,22,2_Intervention_FinancialAid
4,3.0,3.75,3.75,0.0,True,0.5,22,2_Intervention_FinancialAid
5,6.0,5.0,7.5,5.0,True,0.5,22,2_Intervention_FinancialAid
6,10.0,8.75,11.25,10.0,True,0.5,22,2_Intervention_FinancialAid
7,11.0,10.0,12.5,10.0,True,0.5,22,2_Intervention_FinancialAid
8,12.5,11.25,13.750000000000002,12.5,True,0.5,22,2_Intervention_FinancialAid
9,16.0,12.5,18.75,17.5,True,0.5,22,2_Intervention_FinancialAid
10,19.5,15.0,22.5,22.5,True,0.5,22,2_Intervention_FinancialAid
11,23.0,16.25,27.500000000000004,27.500000000000004,True,0.5,22,2_Intervention_FinancialAid
12,28.000000000000004,23.75,31.25,30.0,True,0.5,22,2_Intervention_FinancialAid
13,31.5,27.500000000000004,35.0,32.5,True,0.5,22,2_Intervention_FinancialAid
14,39.5,37.5,41.25,40.0,True,0.5,22,2_Intervention_FinancialAid
15,44.0,40.0,48.75,42.5,True,0.5,22,2_Intervention_FinancialAid
16,48.0,45.0,53.75,42.5,True,0.5,22,2_Intervention_FinancialAid
17,56.00000000000001,55.00000000000001,58.75,52.5,True,0.5,22,2_Intervention_FinancialAid
18,61.5,57.49999999999999,63.74999999999999,65.0,True,0.5,22,2_Intervention_FinancialAid
19,66.0,65.0,66.25,67.5,True,0.5,22,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,23,2_Intervention_FinancialAid
1,0.5,1.25,0.0,0.0,True,0.5,23,2_Intervention_FinancialAid
2,1.0,1.25,1.25,0.0,True,0.5,23,2_Intervention_FinancialAid
3,2.0,1.25,3.75,0.0,True,0.5,23,2_Intervention_FinancialAid
4,3.5000000000000004,2.5,5.0,2.5,True,0.5,23,2_Intervention_FinancialAid
5,5.0,2.5,6.25,7.5,True,0.5,23,2_Intervention_FinancialAid
6,5.5,2.5,6.25,10.0,True,0.5,23,2_Intervention_FinancialAid
7,7.000000000000001,2.5,10.0,10.0,True,0.5,23,2_Intervention_FinancialAid
8,8.5,3.75,10.0,15.0,True,0.5,23,2_Intervention_FinancialAid
9,17.5,8.75,22.5,25.0,True,0.5,23,2_Intervention_FinancialAid
10,22.5,13.750000000000002,27.500000000000004,30.0,True,0.5,23,2_Intervention_FinancialAid
11,30.0,18.75,38.75,35.0,True,0.5,23,2_Intervention_FinancialAid
12,35.0,26.25,42.5,37.5,True,0.5,23,2_Intervention_FinancialAid
13,39.5,30.0,46.25,45.0,True,0.5,23,2_Intervention_FinancialAid
14,45.0,32.5,52.5,55.00000000000001,True,0.5,23,2_Intervention_FinancialAid
15,50.5,37.5,56.25,65.0,True,0.5,23,2_Intervention_FinancialAid
16,56.00000000000001,46.25,58.75,70.0,True,0.5,23,2_Intervention_FinancialAid
17,61.0,52.5,63.74999999999999,72.5,True,0.5,23,2_Intervention_FinancialAid
18,66.5,58.75,66.25,82.5,True,0.5,23,2_Intervention_FinancialAid
19,72.0,66.25,70.0,87.5,True,0.5,23,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,24,2_Intervention_FinancialAid
1,1.0,1.25,1.25,0.0,True,0.5,24,2_Intervention_FinancialAid
2,1.5,2.5,1.25,0.0,True,0.5,24,2_Intervention_FinancialAid
3,2.0,2.5,2.5,0.0,True,0.5,24,2_Intervention_FinancialAid
4,4.0,3.75,3.75,5.0,True,0.5,24,2_Intervention_FinancialAid
5,5.0,3.75,5.0,7.5,True,0.5,24,2_Intervention_FinancialAid
6,6.5,5.0,6.25,10.0,True,0.5,24,2_Intervention_FinancialAid
7,9.0,5.0,10.0,15.0,True,0.5,24,2_Intervention_FinancialAid
8,12.5,8.75,13.750000000000002,17.5,True,0.5,24,2_Intervention_FinancialAid
9,15.0,11.25,15.0,22.5,True,0.5,24,2_Intervention_FinancialAid
10,16.5,12.5,17.5,22.5,True,0.5,24,2_Intervention_FinancialAid
11,18.5,15.0,18.75,25.0,True,0.5,24,2_Intervention_FinancialAid
12,25.5,20.0,31.25,25.0,True,0.5,24,2_Intervention_FinancialAid
13,32.5,28.749999999999996,35.0,35.0,True,0.5,24,2_Intervention_FinancialAid
14,36.5,32.5,37.5,42.5,True,0.5,24,2_Intervention_FinancialAid
15,40.0,37.5,40.0,45.0,True,0.5,24,2_Intervention_FinancialAid
16,42.0,38.75,43.75,45.0,True,0.5,24,2_Intervention_FinancialAid
17,45.5,40.0,47.5,52.5,True,0.5,24,2_Intervention_FinancialAid
18,49.5,43.75,50.0,60.0,True,0.5,24,2_Intervention_FinancialAid
19,53.5,47.5,53.75,65.0,True,0.5,24,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,25,2_Intervention_FinancialAid
1,0.0,0.0,0.0,0.0,True,0.5,25,2_Intervention_FinancialAid
2,1.0,0.0,1.25,2.5,True,0.5,25,2_Intervention_FinancialAid
3,1.5,1.25,1.25,2.5,True,0.5,25,2_Intervention_FinancialAid
4,2.5,1.25,2.5,5.0,True,0.5,25,2_Intervention_FinancialAid
5,3.5000000000000004,2.5,2.5,7.5,True,0.5,25,2_Intervention_FinancialAid
6,10.0,7.5,11.25,12.5,True,0.5,25,2_Intervention_FinancialAid
7,13.5,8.75,16.25,17.5,True,0.5,25,2_Intervention_FinancialAid
8,15.5,10.0,17.5,22.5,True,0.5,25,2_Intervention_FinancialAid
9,19.0,12.5,22.5,25.0,True,0.5,25,2_Intervention_FinancialAid
10,21.5,15.0,25.0,27.500000000000004,True,0.5,25,2_Intervention_FinancialAid
11,21.5,15.0,25.0,27.500000000000004,True,0.5,25,2_Intervention_FinancialAid
12,23.5,16.25,28.749999999999996,27.500000000000004,True,0.5,25,2_Intervention_FinancialAid
13,26.5,21.25,30.0,30.0,True,0.5,25,2_Intervention_FinancialAid
14,29.5,25.0,32.5,32.5,True,0.5,25,2_Intervention_FinancialAid
15,34.5,32.5,37.5,32.5,True,0.5,25,2_Intervention_FinancialAid
16,42.5,37.5,48.75,40.0,True,0.5,25,2_Intervention_FinancialAid
17,46.0,40.0,52.5,45.0,True,0.5,25,2_Intervention_FinancialAid
18,51.5,41.25,61.25000000000001,52.5,True,0.5,25,2_Intervention_FinancialAid
19,55.00000000000001,43.75,65.0,57.49999999999999,True,0.5,25,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,26,2_Intervention_FinancialAid
1,0.5,0.0,0.0,2.5,True,0.5,26,2_Intervention_FinancialAid
2,1.5,1.25,0.0,5.0,True,0.5,26,2_Intervention_FinancialAid
3,3.0,1.25,3.75,5.0,True,0.5,26,2_Intervention_FinancialAid
4,3.5000000000000004,1.25,5.0,5.0,True,0.5,26,2_Intervention_FinancialAid
5,4.0,2.5,5.0,5.0,True,0.5,26,2_Intervention_FinancialAid
6,5.5,2.5,7.5,7.5,True,0.5,26,2_Intervention_FinancialAid
7,6.5,3.75,8.75,7.5,True,0.5,26,2_Intervention_FinancialAid
8,9.5,5.0,12.5,12.5,True,0.5,26,2_Intervention_FinancialAid
9,12.0,6.25,15.0,17.5,True,0.5,26,2_Intervention_FinancialAid
10,14.499999999999998,7.5,16.25,25.0,True,0.5,26,2_Intervention_FinancialAid
11,17.5,12.5,18.75,25.0,True,0.5,26,2_Intervention_FinancialAid
12,19.5,13.750000000000002,20.0,30.0,True,0.5,26,2_Intervention_FinancialAid
13,21.5,13.750000000000002,25.0,30.0,True,0.5,26,2_Intervention_FinancialAid
14,24.5,16.25,26.25,37.5,True,0.5,26,2_Intervention_FinancialAid
15,28.499999999999996,20.0,30.0,42.5,True,0.5,26,2_Intervention_FinancialAid
16,32.0,25.0,33.75,42.5,True,0.5,26,2_Intervention_FinancialAid
17,36.5,27.500000000000004,38.75,50.0,True,0.5,26,2_Intervention_FinancialAid
18,40.0,28.749999999999996,42.5,57.49999999999999,True,0.5,26,2_Intervention_FinancialAid
19,46.0,35.0,50.0,60.0,True,0.5,26,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,27,2_Intervention_FinancialAid
1,0.5,0.0,1.25,0.0,True,0.5,27,2_Intervention_FinancialAid
2,1.0,0.0,2.5,0.0,True,0.5,27,2_Intervention_FinancialAid
3,1.0,0.0,2.5,0.0,True,0.5,27,2_Intervention_FinancialAid
4,1.0,0.0,2.5,0.0,True,0.5,27,2_Intervention_FinancialAid
5,3.0,3.75,2.5,2.5,True,0.5,27,2_Intervention_FinancialAid
6,3.5000000000000004,3.75,3.75,2.5,True,0.5,27,2_Intervention_FinancialAid
7,7.000000000000001,6.25,7.5,7.5,True,0.5,27,2_Intervention_FinancialAid
8,11.5,6.25,13.750000000000002,17.5,True,0.5,27,2_Intervention_FinancialAid
9,14.000000000000002,7.5,16.25,22.5,True,0.5,27,2_Intervention_FinancialAid
10,16.5,12.5,17.5,22.5,True,0.5,27,2_Intervention_FinancialAid
11,22.5,15.0,25.0,32.5,True,0.5,27,2_Intervention_FinancialAid
12,28.000000000000004,22.5,31.25,32.5,True,0.5,27,2_Intervention_FinancialAid
13,33.5,26.25,38.75,37.5,True,0.5,27,2_Intervention_FinancialAid
14,40.0,31.25,47.5,42.5,True,0.5,27,2_Intervention_FinancialAid
15,45.0,35.0,52.5,50.0,True,0.5,27,2_Intervention_FinancialAid
16,47.5,37.5,55.00000000000001,52.5,True,0.5,27,2_Intervention_FinancialAid
17,53.5,41.25,61.25000000000001,62.5,True,0.5,27,2_Intervention_FinancialAid
18,60.5,50.0,68.75,65.0,True,0.5,27,2_Intervention_FinancialAid
19,67.5,61.25000000000001,73.75,67.5,True,0.5,27,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,28,2_Intervention_FinancialAid
1,1.0,0.0,2.5,0.0,True,0.5,28,2_Intervention_FinancialAid
2,1.5,0.0,2.5,2.5,True,0.5,28,2_Intervention_FinancialAid
3,3.5000000000000004,2.5,3.75,5.0,True,0.5,28,2_Intervention_FinancialAid
4,5.5,2.5,6.25,10.0,True,0.5,28,2_Intervention_FinancialAid
5,6.5,2.5,7.5,12.5,True,0.5,28,2_Intervention_FinancialAid
6,8.5,2.5,11.25,15.0,True,0.5,28,2_Intervention_FinancialAid
7,9.5,3.75,12.5,15.0,True,0.5,28,2_Intervention_FinancialAid
8,11.0,3.75,15.0,17.5,True,0.5,28,2_Intervention_FinancialAid
9,12.0,5.0,16.25,17.5,True,0.5,28,2_Intervention_FinancialAid
10,15.5,7.5,18.75,25.0,True,0.5,28,2_Intervention_FinancialAid
11,18.5,7.5,25.0,27.500000000000004,True,0.5,28,2_Intervention_FinancialAid
12,22.0,7.5,32.5,30.0,True,0.5,28,2_Intervention_FinancialAid
13,26.0,11.25,37.5,32.5,True,0.5,28,2_Intervention_FinancialAid
14,31.0,16.25,42.5,37.5,True,0.5,28,2_Intervention_FinancialAid
15,36.5,22.5,46.25,45.0,True,0.5,28,2_Intervention_FinancialAid
16,41.5,30.0,50.0,47.5,True,0.5,28,2_Intervention_FinancialAid
17,47.0,35.0,55.00000000000001,55.00000000000001,True,0.5,28,2_Intervention_FinancialAid
18,53.5,40.0,63.74999999999999,60.0,True,0.5,28,2_Intervention_FinancialAid
19,56.00000000000001,42.5,66.25,62.5,True,0.5,28,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,29,2_Intervention_FinancialAid
1,0.0,0.0,0.0,0.0,True,0.5,29,2_Intervention_FinancialAid
2,0.0,0.0,0.0,0.0,True,0.5,29,2_Intervention_FinancialAid
3,0.0,0.0,0.0,0.0,True,0.5,29,2_Intervention_FinancialAid
4,1.0,1.25,1.25,0.0,True,0.5,29,2_Intervention_FinancialAid
5,1.0,1.25,1.25,0.0,True,0.5,29,2_Intervention_FinancialAid
6,2.0,1.25,2.5,2.5,True,0.5,29,2_Intervention_FinancialAid
7,4.0,5.0,2.5,5.0,True,0.5,29,2_Intervention_FinancialAid
8,6.0,7.5,3.75,7.5,True,0.5,29,2_Intervention_FinancialAid
9,10.0,10.0,8.75,12.5,True,0.5,29,2_Intervention_FinancialAid
10,10.5,10.0,10.0,12.5,True,0.5,29,2_Intervention_FinancialAid
11,12.5,11.25,13.750000000000002,12.5,True,0.5,29,2_Intervention_FinancialAid
12,15.0,15.0,16.25,12.5,True,0.5,29,2_Intervention_FinancialAid
13,19.0,20.0,20.0,15.0,True,0.5,29,2_Intervention_FinancialAid
14,21.5,20.0,23.75,20.0,True,0.5,29,2_Intervention_FinancialAid
15,26.0,23.75,30.0,22.5,True,0.5,29,2_Intervention_FinancialAid
16,28.499999999999996,26.25,31.25,27.500000000000004,True,0.5,29,2_Intervention_FinancialAid
17,33.5,31.25,33.75,37.5,True,0.5,29,2_Intervention_FinancialAid
18,39.0,37.5,38.75,42.5,True,0.5,29,2_Intervention_FinancialAid
19,41.0,40.0,40.0,45.0,True,0.5,29,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,True,0.5,30,2_Intervention_FinancialAid
1,1.0,1.25,0.0,2.5,True,0.5,30,2_Intervention_FinancialAid
2,1.0,1.25,0.0,2.5,True,0.5,30,2_Intervention_FinancialAid
3,1.0,1.25,0.0,2.5,True,0.5,30,2_Intervention_FinancialAid
4,2.0,2.5,0.0,5.0,True,0.5,30,2_Intervention_FinancialAid
5,2.0,2.5,0.0,5.0,True,0.5,30,2_Intervention_FinancialAid
6,3.0,2.5,1.25,7.5,True,0.5,30,2_Intervention_FinancialAid
7,4.0,3.75,2.5,7.5,True,0.5,30,2_Intervention_FinancialAid
8,5.0,3.75,5.0,7.5,True,0.5,30,2_Intervention_FinancialAid
9,5.5,5.0,5.0,7.5,True,0.5,30,2_Intervention_FinancialAid
10,7.000000000000001,7.5,5.0,10.0,True,0.5,30,2_Intervention_FinancialAid
11,9.0,11.25,5.0,12.5,True,0.5,30,2_Intervention_FinancialAid
12,10.0,11.25,6.25,15.0,True,0.5,30,2_Intervention_FinancialAid
13,11.5,12.5,7.5,17.5,True,0.5,30,2_Intervention_FinancialAid
14,13.0,13.750000000000002,10.0,17.5,True,0.5,30,2_Intervention_FinancialAid
15,16.5,16.25,15.0,20.0,True,0.5,30,2_Intervention_FinancialAid
16,20.5,17.5,22.5,22.5,True,0.5,30,2_Intervention_FinancialAid
17,23.0,20.0,26.25,22.5,True,0.5,30,2_Intervention_FinancialAid
18,29.5,25.0,32.5,32.5,True,0.5,30,2_Intervention_FinancialAid
19,33.5,31.25,36.25,32.5,True,0.5,30,2_Intervention_FinancialAid
0,0.0,0.0,0.0,0.0,False,0.8,1,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,1,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,1,3_Contagion_Check_HighPI
3,2.0,2.5,2.5,0.0,False,0.8,1,3_Contagion_Check_HighPI
4,4.5,8.75,2.5,0.0,False,0.8,1,3_Contagion_Check_HighPI
5,7.5,13.750000000000002,5.0,0.0,False,0.8,1,3_Contagion_Check_HighPI
6,15.5,18.75,12.5,15.0,False,0.8,1,3_Contagion_Check_HighPI
7,24.5,30.0,13.750000000000002,35.0,False,0.8,1,3_Contagion_Check_HighPI
8,38.0,42.5,31.25,42.5,False,0.8,1,3_Contagion_Check_HighPI
9,49.0,52.5,42.5,55.00000000000001,False,0.8,1,3_Contagion_Check_HighPI
10,55.50000000000001,60.0,48.75,60.0,False,0.8,1,3_Contagion_Check_HighPI
11,67.5,75.0,58.75,70.0,False,0.8,1,3_Contagion_Check_HighPI
12,76.5,83.75,68.75,77.5,False,0.8,1,3_Contagion_Check_HighPI
13,84.5,86.25,81.25,87.5,False,0.8,1,3_Contagion_Check_HighPI
14,92.0,96.25,87.5,92.5,False,0.8,1,3_Contagion_Check_HighPI
15,93.5,96.25,91.25,92.5,False,0.8,1,3_Contagion_Check_HighPI
16,95.5,97.5,95.0,92.5,False,0.8,1,3_Contagion_Check_HighPI
17,97.5,98.75,96.25,97.5,False,0.8,1,3_Contagion_Check_HighPI
18,98.0,98.75,97.5,97.5,False,0.8,1,3_Contagion_Check_HighPI
19,99.0,98.75,98.75,100.0,False,0.8,1,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,2,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,2,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,2,3_Contagion_Check_HighPI
3,0.0,0.0,0.0,0.0,False,0.8,2,3_Contagion_Check_HighPI
4,0.0,0.0,0.0,0.0,False,0.8,2,3_Contagion_Check_HighPI
5,0.0,0.0,0.0,0.0,False,0.8,2,3_Contagion_Check_HighPI
6,0.5,1.25,0.0,0.0,False,0.8,2,3_Contagion_Check_HighPI
7,1.5,1.25,1.25,2.5,False,0.8,2,3_Contagion_Check_HighPI
8,3.0,1.25,3.75,5.0,False,0.8,2,3_Contagion_Check_HighPI
9,4.5,3.75,5.0,5.0,False,0.8,2,3_Contagion_Check_HighPI
10,7.000000000000001,5.0,8.75,7.5,False,0.8,2,3_Contagion_Check_HighPI
11,10.5,10.0,11.25,10.0,False,0.8,2,3_Contagion_Check_HighPI
12,19.0,21.25,17.5,17.5,False,0.8,2,3_Contagion_Check_HighPI
13,28.000000000000004,32.5,26.25,22.5,False,0.8,2,3_Contagion_Check_HighPI
14,32.5,33.75,32.5,30.0,False,0.8,2,3_Contagion_Check_HighPI
15,48.5,48.75,48.75,47.5,False,0.8,2,3_Contagion_Check_HighPI
16,61.5,65.0,57.49999999999999,62.5,False,0.8,2,3_Contagion_Check_HighPI
17,73.0,76.25,66.25,80.0,False,0.8,2,3_Contagion_Check_HighPI
18,83.0,82.5,80.0,90.0,False,0.8,2,3_Contagion_Check_HighPI
19,91.5,92.5,91.25,90.0,False,0.8,2,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
3,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
4,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
5,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
6,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
7,0.0,0.0,0.0,0.0,False,0.8,3,3_Contagion_Check_HighPI
8,1.0,1.25,0.0,2.5,False,0.8,3,3_Contagion_Check_HighPI
9,1.5,1.25,1.25,2.5,False,0.8,3,3_Contagion_Check_HighPI
10,3.0,1.25,2.5,7.5,False,0.8,3,3_Contagion_Check_HighPI
11,4.0,2.5,3.75,7.5,False,0.8,3,3_Contagion_Check_HighPI
12,4.5,3.75,3.75,7.5,False,0.8,3,3_Contagion_Check_HighPI
13,6.5,5.0,5.0,12.5,False,0.8,3,3_Contagion_Check_HighPI
14,10.5,12.5,6.25,15.0,False,0.8,3,3_Contagion_Check_HighPI
15,16.0,16.25,16.25,15.0,False,0.8,3,3_Contagion_Check_HighPI
16,19.5,17.5,21.25,20.0,False,0.8,3,3_Contagion_Check_HighPI
17,25.0,18.75,27.500000000000004,32.5,False,0.8,3,3_Contagion_Check_HighPI
18,32.0,22.5,36.25,42.5,False,0.8,3,3_Contagion_Check_HighPI
19,43.0,36.25,47.5,47.5,False,0.8,3,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,4,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,4,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,4,3_Contagion_Check_HighPI
3,0.0,0.0,0.0,0.0,False,0.8,4,3_Contagion_Check_HighPI
4,0.5,0.0,0.0,2.5,False,0.8,4,3_Contagion_Check_HighPI
5,1.5,1.25,0.0,5.0,False,0.8,4,3_Contagion_Check_HighPI
6,2.0,2.5,0.0,5.0,False,0.8,4,3_Contagion_Check_HighPI
7,3.5000000000000004,6.25,0.0,5.0,False,0.8,4,3_Contagion_Check_HighPI
8,6.0,8.75,0.0,12.5,False,0.8,4,3_Contagion_Check_HighPI
9,9.0,11.25,3.75,15.0,False,0.8,4,3_Contagion_Check_HighPI
10,11.0,13.750000000000002,6.25,15.0,False,0.8,4,3_Contagion_Check_HighPI
11,13.0,15.0,7.5,20.0,False,0.8,4,3_Contagion_Check_HighPI
12,14.499999999999998,16.25,10.0,20.0,False,0.8,4,3_Contagion_Check_HighPI
13,21.0,22.5,17.5,25.0,False,0.8,4,3_Contagion_Check_HighPI
14,27.500000000000004,28.749999999999996,25.0,30.0,False,0.8,4,3_Contagion_Check_HighPI
15,35.5,33.75,37.5,35.0,False,0.8,4,3_Contagion_Check_HighPI
16,43.0,42.5,45.0,40.0,False,0.8,4,3_Contagion_Check_HighPI
17,48.5,47.5,51.24999999999999,45.0,False,0.8,4,3_Contagion_Check_HighPI
18,56.49999999999999,60.0,56.25,50.0,False,0.8,4,3_Contagion_Check_HighPI
19,65.5,68.75,63.74999999999999,62.5,False,0.8,4,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,5,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,5,3_Contagion_Check_HighPI
2,1.5,0.0,3.75,0.0,False,0.8,5,3_Contagion_Check_HighPI
3,2.5,1.25,5.0,0.0,False,0.8,5,3_Contagion_Check_HighPI
4,3.0,1.25,6.25,0.0,False,0.8,5,3_Contagion_Check_HighPI
5,5.0,3.75,8.75,0.0,False,0.8,5,3_Contagion_Check_HighPI
6,7.5,3.75,12.5,5.0,False,0.8,5,3_Contagion_Check_HighPI
7,12.0,8.75,15.0,12.5,False,0.8,5,3_Contagion_Check_HighPI
8,17.0,15.0,18.75,17.5,False,0.8,5,3_Contagion_Check_HighPI
9,27.500000000000004,25.0,31.25,25.0,False,0.8,5,3_Contagion_Check_HighPI
10,35.5,36.25,37.5,30.0,False,0.8,5,3_Contagion_Check_HighPI
11,45.0,48.75,45.0,37.5,False,0.8,5,3_Contagion_Check_HighPI
12,56.99999999999999,62.5,56.25,47.5,False,0.8,5,3_Contagion_Check_HighPI
13,64.0,67.5,60.0,65.0,False,0.8,5,3_Contagion_Check_HighPI
14,77.0,81.25,72.5,77.5,False,0.8,5,3_Contagion_Check_HighPI
15,82.0,85.0,80.0,80.0,False,0.8,5,3_Contagion_Check_HighPI
16,87.5,88.75,88.75,82.5,False,0.8,5,3_Contagion_Check_HighPI
17,89.5,90.0,91.25,85.0,False,0.8,5,3_Contagion_Check_HighPI
18,94.0,97.5,91.25,92.5,False,0.8,5,3_Contagion_Check_HighPI
19,96.5,97.5,95.0,97.5,False,0.8,5,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,6,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,6,3_Contagion_Check_HighPI
2,1.0,1.25,1.25,0.0,False,0.8,6,3_Contagion_Check_HighPI
3,5.0,6.25,5.0,2.5,False,0.8,6,3_Contagion_Check_HighPI
4,8.5,10.0,7.5,7.5,False,0.8,6,3_Contagion_Check_HighPI
5,13.5,13.750000000000002,11.25,17.5,False,0.8,6,3_Contagion_Check_HighPI
6,18.0,15.0,13.750000000000002,32.5,False,0.8,6,3_Contagion_Check_HighPI
7,20.0,17.5,13.750000000000002,37.5,False,0.8,6,3_Contagion_Check_HighPI
8,25.0,21.25,20.0,42.5,False,0.8,6,3_Contagion_Check_HighPI
9,31.0,28.749999999999996,25.0,47.5,False,0.8,6,3_Contagion_Check_HighPI
10,36.5,36.25,31.25,47.5,False,0.8,6,3_Contagion_Check_HighPI
11,47.0,46.25,40.0,62.5,False,0.8,6,3_Contagion_Check_HighPI
12,56.49999999999999,55.00000000000001,52.5,67.5,False,0.8,6,3_Contagion_Check_HighPI
13,69.0,71.25,65.0,72.5,False,0.8,6,3_Contagion_Check_HighPI
14,83.5,83.75,81.25,87.5,False,0.8,6,3_Contagion_Check_HighPI
15,89.5,90.0,88.75,90.0,False,0.8,6,3_Contagion_Check_HighPI
16,95.5,96.25,92.5,100.0,False,0.8,6,3_Contagion_Check_HighPI
17,99.5,100.0,98.75,100.0,False,0.8,6,3_Contagion_Check_HighPI
18,100.0,100.0,100.0,100.0,False,0.8,6,3_Contagion_Check_HighPI
19,100.0,100.0,100.0,100.0,False,0.8,6,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,7,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,7,3_Contagion_Check_HighPI
2,0.5,0.0,1.25,0.0,False,0.8,7,3_Contagion_Check_HighPI
3,1.0,1.25,1.25,0.0,False,0.8,7,3_Contagion_Check_HighPI
4,1.5,1.25,1.25,2.5,False,0.8,7,3_Contagion_Check_HighPI
5,2.0,2.5,1.25,2.5,False,0.8,7,3_Contagion_Check_HighPI
6,3.0,5.0,1.25,2.5,False,0.8,7,3_Contagion_Check_HighPI
7,7.000000000000001,7.5,7.5,5.0,False,0.8,7,3_Contagion_Check_HighPI
8,10.5,13.750000000000002,7.5,10.0,False,0.8,7,3_Contagion_Check_HighPI
9,14.499999999999998,17.5,11.25,15.0,False,0.8,7,3_Contagion_Check_HighPI
10,19.0,20.0,17.5,20.0,False,0.8,7,3_Contagion_Check_HighPI
11,26.0,26.25,27.500000000000004,22.5,False,0.8,7,3_Contagion_Check_HighPI
12,33.5,30.0,36.25,35.0,False,0.8,7,3_Contagion_Check_HighPI
13,43.0,42.5,42.5,45.0,False,0.8,7,3_Contagion_Check_HighPI
14,53.0,50.0,53.75,57.49999999999999,False,0.8,7,3_Contagion_Check_HighPI
15,65.5,62.5,65.0,72.5,False,0.8,7,3_Contagion_Check_HighPI
16,73.5,72.5,73.75,75.0,False,0.8,7,3_Contagion_Check_HighPI
17,79.0,77.5,77.5,85.0,False,0.8,7,3_Contagion_Check_HighPI
