,Total Dropout Rate,Low SES Dropout Rate,Medium SES Dropout Rate,High SES Dropout Rate,Financial Aid Policy,Peer Influence Weight,Trial,Scenario
18,87.0,87.5,85.0,90.0,False,0.8,7,3_Contagion_Check_HighPI
19,93.5,93.75,92.5,95.0,False,0.8,7,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,8,3_Contagion_Check_HighPI
1,0.5,0.0,1.25,0.0,False,0.8,8,3_Contagion_Check_HighPI
2,1.5,1.25,2.5,0.0,False,0.8,8,3_Contagion_Check_HighPI
3,2.5,2.5,3.75,0.0,False,0.8,8,3_Contagion_Check_HighPI
4,2.5,2.5,3.75,0.0,False,0.8,8,3_Contagion_Check_HighPI
5,5.5,6.25,6.25,2.5,False,0.8,8,3_Contagion_Check_HighPI
6,8.0,7.5,10.0,5.0,False,0.8,8,3_Contagion_Check_HighPI
7,9.0,8.75,10.0,7.5,False,0.8,8,3_Contagion_Check_HighPI
8,12.0,12.5,13.750000000000002,7.5,False,0.8,8,3_Contagion_Check_HighPI
9,19.5,17.5,22.5,17.5,False,0.8,8,3_Contagion_Check_HighPI
10,27.0,25.0,28.749999999999996,27.500000000000004,False,0.8,8,3_Contagion_Check_HighPI
11,36.5,37.5,33.75,40.0,False,0.8,8,3_Contagion_Check_HighPI
12,47.5,53.75,42.5,45.0,False,0.8,8,3_Contagion_Check_HighPI
13,61.0,63.74999999999999,55.00000000000001,67.5,False,0.8,8,3_Contagion_Check_HighPI
14,72.0,73.75,67.5,77.5,False,0.8,8,3_Contagion_Check_HighPI
15,82.5,87.5,77.5,82.5,False,0.8,8,3_Contagion_Check_HighPI
16,90.0,93.75,86.25,90.0,False,0.8,8,3_Contagion_Check_HighPI
17,97.0,95.0,98.75,97.5,False,0.8,8,3_Contagion_Check_HighPI
18,98.5,97.5,98.75,100.0,False,0.8,8,3_Contagion_Check_HighPI
19,99.0,98.75,98.75,100.0,False,0.8,8,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,9,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,9,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,9,3_Contagion_Check_HighPI
3,0.0,0.0,0.0,0.0,False,0.8,9,3_Contagion_Check_HighPI
4,1.5,2.5,0.0,2.5,False,0.8,9,3_Contagion_Check_HighPI
5,2.5,3.75,1.25,2.5,False,0.8,9,3_Contagion_Check_HighPI
6,6.5,7.5,6.25,5.0,False,0.8,9,3_Contagion_Check_HighPI
7,9.5,11.25,8.75,7.5,False,0.8,9,3_Contagion_Check_HighPI
8,12.5,13.750000000000002,13.750000000000002,7.5,False,0.8,9,3_Contagion_Check_HighPI
9,20.5,22.5,18.75,20.0,False,0.8,9,3_Contagion_Check_HighPI
10,27.500000000000004,30.0,23.75,30.0,False,0.8,9,3_Contagion_Check_HighPI
11,35.5,36.25,33.75,37.5,False,0.8,9,3_Contagion_Check_HighPI
12,42.0,43.75,38.75,45.0,False,0.8,9,3_Contagion_Check_HighPI
13,51.0,55.00000000000001,45.0,55.00000000000001,False,0.8,9,3_Contagion_Check_HighPI
14,60.5,61.25000000000001,55.00000000000001,70.0,False,0.8,9,3_Contagion_Check_HighPI
15,71.0,68.75,66.25,85.0,False,0.8,9,3_Contagion_Check_HighPI
16,75.5,71.25,73.75,87.5,False,0.8,9,3_Contagion_Check_HighPI
17,80.5,77.5,77.5,92.5,False,0.8,9,3_Contagion_Check_HighPI
18,91.0,91.25,90.0,92.5,False,0.8,9,3_Contagion_Check_HighPI
19,95.0,96.25,95.0,92.5,False,0.8,9,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,10,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,10,3_Contagion_Check_HighPI
2,1.5,1.25,0.0,5.0,False,0.8,10,3_Contagion_Check_HighPI
3,4.0,3.75,1.25,10.0,False,0.8,10,3_Contagion_Check_HighPI
4,10.0,12.5,5.0,15.0,False,0.8,10,3_Contagion_Check_HighPI
5,14.000000000000002,15.0,8.75,22.5,False,0.8,10,3_Contagion_Check_HighPI
6,20.0,16.25,17.5,32.5,False,0.8,10,3_Contagion_Check_HighPI
7,24.5,21.25,21.25,37.5,False,0.8,10,3_Contagion_Check_HighPI
8,35.0,33.75,31.25,45.0,False,0.8,10,3_Contagion_Check_HighPI
9,41.5,41.25,38.75,47.5,False,0.8,10,3_Contagion_Check_HighPI
10,47.5,46.25,45.0,55.00000000000001,False,0.8,10,3_Contagion_Check_HighPI
11,58.5,53.75,60.0,65.0,False,0.8,10,3_Contagion_Check_HighPI
12,65.5,61.25000000000001,67.5,70.0,False,0.8,10,3_Contagion_Check_HighPI
13,74.0,71.25,72.5,82.5,False,0.8,10,3_Contagion_Check_HighPI
14,83.0,83.75,81.25,85.0,False,0.8,10,3_Contagion_Check_HighPI
15,88.5,88.75,83.75,97.5,False,0.8,10,3_Contagion_Check_HighPI
16,93.5,92.5,92.5,97.5,False,0.8,10,3_Contagion_Check_HighPI
17,95.0,93.75,95.0,97.5,False,0.8,10,3_Contagion_Check_HighPI
18,98.5,97.5,98.75,100.0,False,0.8,10,3_Contagion_Check_HighPI
19,99.0,97.5,100.0,100.0,False,0.8,10,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,11,3_Contagion_Check_HighPI
1,0.5,1.25,0.0,0.0,False,0.8,11,3_Contagion_Check_HighPI
2,0.5,1.25,0.0,0.0,False,0.8,11,3_Contagion_Check_HighPI
3,1.0,2.5,0.0,0.0,False,0.8,11,3_Contagion_Check_HighPI
4,1.0,2.5,0.0,0.0,False,0.8,11,3_Contagion_Check_HighPI
5,2.0,3.75,1.25,0.0,False,0.8,11,3_Contagion_Check_HighPI
6,2.5,5.0,1.25,0.0,False,0.8,11,3_Contagion_Check_HighPI
7,4.0,6.25,2.5,2.5,False,0.8,11,3_Contagion_Check_HighPI
8,5.5,6.25,3.75,7.5,False,0.8,11,3_Contagion_Check_HighPI
9,9.0,10.0,7.5,10.0,False,0.8,11,3_Contagion_Check_HighPI
10,13.5,15.0,12.5,12.5,False,0.8,11,3_Contagion_Check_HighPI
11,19.0,18.75,20.0,17.5,False,0.8,11,3_Contagion_Check_HighPI
12,28.499999999999996,32.5,27.500000000000004,22.5,False,0.8,11,3_Contagion_Check_HighPI
13,35.0,36.25,35.0,32.5,False,0.8,11,3_Contagion_Check_HighPI
14,48.5,55.00000000000001,43.75,45.0,False,0.8,11,3_Contagion_Check_HighPI
15,63.5,67.5,61.25000000000001,60.0,False,0.8,11,3_Contagion_Check_HighPI
16,74.5,80.0,71.25,70.0,False,0.8,11,3_Contagion_Check_HighPI
17,85.5,88.75,82.5,85.0,False,0.8,11,3_Contagion_Check_HighPI
18,93.0,95.0,93.75,87.5,False,0.8,11,3_Contagion_Check_HighPI
19,97.5,97.5,98.75,95.0,False,0.8,11,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,12,3_Contagion_Check_HighPI
1,1.0,0.0,2.5,0.0,False,0.8,12,3_Contagion_Check_HighPI
2,1.5,1.25,2.5,0.0,False,0.8,12,3_Contagion_Check_HighPI
3,1.5,1.25,2.5,0.0,False,0.8,12,3_Contagion_Check_HighPI
4,1.5,1.25,2.5,0.0,False,0.8,12,3_Contagion_Check_HighPI
5,2.0,1.25,2.5,2.5,False,0.8,12,3_Contagion_Check_HighPI
6,2.0,1.25,2.5,2.5,False,0.8,12,3_Contagion_Check_HighPI
7,3.5000000000000004,3.75,3.75,2.5,False,0.8,12,3_Contagion_Check_HighPI
8,6.0,6.25,7.5,2.5,False,0.8,12,3_Contagion_Check_HighPI
9,9.0,10.0,11.25,2.5,False,0.8,12,3_Contagion_Check_HighPI
10,15.0,13.750000000000002,17.5,12.5,False,0.8,12,3_Contagion_Check_HighPI
11,16.5,15.0,18.75,15.0,False,0.8,12,3_Contagion_Check_HighPI
12,22.5,17.5,27.500000000000004,22.5,False,0.8,12,3_Contagion_Check_HighPI
13,33.0,25.0,42.5,30.0,False,0.8,12,3_Contagion_Check_HighPI
14,44.0,38.75,52.5,37.5,False,0.8,12,3_Contagion_Check_HighPI
15,54.0,51.24999999999999,62.5,42.5,False,0.8,12,3_Contagion_Check_HighPI
16,64.5,63.74999999999999,66.25,62.5,False,0.8,12,3_Contagion_Check_HighPI
17,70.0,67.5,72.5,70.0,False,0.8,12,3_Contagion_Check_HighPI
18,76.5,75.0,76.25,80.0,False,0.8,12,3_Contagion_Check_HighPI
19,85.5,85.0,87.5,82.5,False,0.8,12,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,13,3_Contagion_Check_HighPI
1,0.5,1.25,0.0,0.0,False,0.8,13,3_Contagion_Check_HighPI
2,1.0,1.25,0.0,2.5,False,0.8,13,3_Contagion_Check_HighPI
3,1.5,2.5,0.0,2.5,False,0.8,13,3_Contagion_Check_HighPI
4,2.0,2.5,1.25,2.5,False,0.8,13,3_Contagion_Check_HighPI
5,2.5,3.75,1.25,2.5,False,0.8,13,3_Contagion_Check_HighPI
6,3.5000000000000004,3.75,3.75,2.5,False,0.8,13,3_Contagion_Check_HighPI
7,3.5000000000000004,3.75,3.75,2.5,False,0.8,13,3_Contagion_Check_HighPI
8,7.000000000000001,7.5,6.25,7.5,False,0.8,13,3_Contagion_Check_HighPI
9,10.0,12.5,7.5,10.0,False,0.8,13,3_Contagion_Check_HighPI
10,16.5,17.5,16.25,15.0,False,0.8,13,3_Contagion_Check_HighPI
11,21.5,22.5,21.25,20.0,False,0.8,13,3_Contagion_Check_HighPI
12,28.499999999999996,32.5,25.0,27.500000000000004,False,0.8,13,3_Contagion_Check_HighPI
13,35.0,37.5,33.75,32.5,False,0.8,13,3_Contagion_Check_HighPI
14,45.5,46.25,43.75,47.5,False,0.8,13,3_Contagion_Check_HighPI
15,57.99999999999999,60.0,53.75,62.5,False,0.8,13,3_Contagion_Check_HighPI
16,68.0,66.25,67.5,72.5,False,0.8,13,3_Contagion_Check_HighPI
17,79.5,77.5,81.25,80.0,False,0.8,13,3_Contagion_Check_HighPI
18,86.0,85.0,86.25,87.5,False,0.8,13,3_Contagion_Check_HighPI
19,90.0,90.0,90.0,90.0,False,0.8,13,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,14,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,14,3_Contagion_Check_HighPI
2,0.5,1.25,0.0,0.0,False,0.8,14,3_Contagion_Check_HighPI
3,2.5,2.5,2.5,2.5,False,0.8,14,3_Contagion_Check_HighPI
4,4.0,3.75,5.0,2.5,False,0.8,14,3_Contagion_Check_HighPI
5,4.5,5.0,5.0,2.5,False,0.8,14,3_Contagion_Check_HighPI
6,7.000000000000001,5.0,10.0,5.0,False,0.8,14,3_Contagion_Check_HighPI
7,8.5,6.25,12.5,5.0,False,0.8,14,3_Contagion_Check_HighPI
8,9.5,7.5,12.5,7.5,False,0.8,14,3_Contagion_Check_HighPI
9,11.0,8.75,13.750000000000002,10.0,False,0.8,14,3_Contagion_Check_HighPI
10,16.5,13.750000000000002,20.0,15.0,False,0.8,14,3_Contagion_Check_HighPI
11,22.5,21.25,25.0,20.0,False,0.8,14,3_Contagion_Check_HighPI
12,31.0,32.5,31.25,27.500000000000004,False,0.8,14,3_Contagion_Check_HighPI
13,46.5,48.75,42.5,50.0,False,0.8,14,3_Contagion_Check_HighPI
14,57.49999999999999,61.25000000000001,53.75,57.49999999999999,False,0.8,14,3_Contagion_Check_HighPI
15,67.5,68.75,66.25,67.5,False,0.8,14,3_Contagion_Check_HighPI
16,76.0,76.25,76.25,75.0,False,0.8,14,3_Contagion_Check_HighPI
17,88.5,92.5,86.25,85.0,False,0.8,14,3_Contagion_Check_HighPI
18,93.5,96.25,91.25,92.5,False,0.8,14,3_Contagion_Check_HighPI
19,96.5,100.0,93.75,95.0,False,0.8,14,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,15,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,15,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,15,3_Contagion_Check_HighPI
3,0.5,1.25,0.0,0.0,False,0.8,15,3_Contagion_Check_HighPI
4,0.5,1.25,0.0,0.0,False,0.8,15,3_Contagion_Check_HighPI
5,1.5,3.75,0.0,0.0,False,0.8,15,3_Contagion_Check_HighPI
6,2.5,5.0,0.0,2.5,False,0.8,15,3_Contagion_Check_HighPI
7,4.5,7.5,1.25,5.0,False,0.8,15,3_Contagion_Check_HighPI
8,9.5,12.5,8.75,5.0,False,0.8,15,3_Contagion_Check_HighPI
9,16.0,21.25,13.750000000000002,10.0,False,0.8,15,3_Contagion_Check_HighPI
10,21.5,30.0,18.75,10.0,False,0.8,15,3_Contagion_Check_HighPI
11,30.0,38.75,28.749999999999996,15.0,False,0.8,15,3_Contagion_Check_HighPI
12,41.0,43.75,42.5,32.5,False,0.8,15,3_Contagion_Check_HighPI
13,53.0,56.25,52.5,47.5,False,0.8,15,3_Contagion_Check_HighPI
14,69.5,71.25,67.5,70.0,False,0.8,15,3_Contagion_Check_HighPI
15,77.0,81.25,75.0,72.5,False,0.8,15,3_Contagion_Check_HighPI
16,86.5,87.5,85.0,87.5,False,0.8,15,3_Contagion_Check_HighPI
17,91.5,93.75,90.0,90.0,False,0.8,15,3_Contagion_Check_HighPI
18,96.0,96.25,97.5,92.5,False,0.8,15,3_Contagion_Check_HighPI
19,96.5,96.25,97.5,95.0,False,0.8,15,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,16,3_Contagion_Check_HighPI
1,1.0,2.5,0.0,0.0,False,0.8,16,3_Contagion_Check_HighPI
2,2.5,3.75,2.5,0.0,False,0.8,16,3_Contagion_Check_HighPI
3,2.5,3.75,2.5,0.0,False,0.8,16,3_Contagion_Check_HighPI
4,5.0,6.25,6.25,0.0,False,0.8,16,3_Contagion_Check_HighPI
5,6.0,6.25,7.5,2.5,False,0.8,16,3_Contagion_Check_HighPI
6,8.0,11.25,7.5,2.5,False,0.8,16,3_Contagion_Check_HighPI
7,12.5,20.0,8.75,5.0,False,0.8,16,3_Contagion_Check_HighPI
8,18.0,23.75,15.0,12.5,False,0.8,16,3_Contagion_Check_HighPI
9,27.0,35.0,20.0,25.0,False,0.8,16,3_Contagion_Check_HighPI
10,39.0,43.75,33.75,40.0,False,0.8,16,3_Contagion_Check_HighPI
11,50.0,56.25,43.75,50.0,False,0.8,16,3_Contagion_Check_HighPI
12,62.0,66.25,52.5,72.5,False,0.8,16,3_Contagion_Check_HighPI
13,70.5,75.0,62.5,77.5,False,0.8,16,3_Contagion_Check_HighPI
14,79.0,82.5,72.5,85.0,False,0.8,16,3_Contagion_Check_HighPI
15,90.5,92.5,86.25,95.0,False,0.8,16,3_Contagion_Check_HighPI
16,94.5,95.0,91.25,100.0,False,0.8,16,3_Contagion_Check_HighPI
17,99.0,98.75,98.75,100.0,False,0.8,16,3_Contagion_Check_HighPI
18,99.5,98.75,100.0,100.0,False,0.8,16,3_Contagion_Check_HighPI
19,100.0,100.0,100.0,100.0,False,0.8,16,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,17,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,17,3_Contagion_Check_HighPI
2,0.5,0.0,1.25,0.0,False,0.8,17,3_Contagion_Check_HighPI
3,1.0,0.0,2.5,0.0,False,0.8,17,3_Contagion_Check_HighPI
4,2.5,1.25,3.75,2.5,False,0.8,17,3_Contagion_Check_HighPI
5,4.0,3.75,5.0,2.5,False,0.8,17,3_Contagion_Check_HighPI
6,6.5,7.5,7.5,2.5,False,0.8,17,3_Contagion_Check_HighPI
7,9.5,8.75,10.0,10.0,False,0.8,17,3_Contagion_Check_HighPI
8,15.5,13.750000000000002,20.0,10.0,False,0.8,17,3_Contagion_Check_HighPI
9,24.5,20.0,28.749999999999996,25.0,False,0.8,17,3_Contagion_Check_HighPI
10,36.0,31.25,43.75,30.0,False,0.8,17,3_Contagion_Check_HighPI
11,39.0,35.0,46.25,32.5,False,0.8,17,3_Contagion_Check_HighPI
12,50.0,47.5,55.00000000000001,45.0,False,0.8,17,3_Contagion_Check_HighPI
13,63.5,65.0,63.74999999999999,60.0,False,0.8,17,3_Contagion_Check_HighPI
14,71.5,70.0,72.5,72.5,False,0.8,17,3_Contagion_Check_HighPI
15,79.5,78.75,80.0,80.0,False,0.8,17,3_Contagion_Check_HighPI
16,87.5,87.5,88.75,85.0,False,0.8,17,3_Contagion_Check_HighPI
17,91.5,92.5,91.25,90.0,False,0.8,17,3_Contagion_Check_HighPI
18,94.0,95.0,93.75,92.5,False,0.8,17,3_Contagion_Check_HighPI
19,96.0,96.25,97.5,92.5,False,0.8,17,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,18,3_Contagion_Check_HighPI
1,1.5,1.25,2.5,0.0,False,0.8,18,3_Contagion_Check_HighPI
2,2.5,2.5,3.75,0.0,False,0.8,18,3_Contagion_Check_HighPI
3,6.0,5.0,8.75,2.5,False,0.8,18,3_Contagion_Check_HighPI
4,8.5,6.25,11.25,7.5,False,0.8,18,3_Contagion_Check_HighPI
5,11.0,8.75,12.5,12.5,False,0.8,18,3_Contagion_Check_HighPI
6,16.5,15.0,15.0,22.5,False,0.8,18,3_Contagion_Check_HighPI
7,24.0,21.25,21.25,35.0,False,0.8,18,3_Contagion_Check_HighPI
8,29.5,26.25,27.500000000000004,40.0,False,0.8,18,3_Contagion_Check_HighPI
9,37.5,35.0,37.5,42.5,False,0.8,18,3_Contagion_Check_HighPI
10,48.5,46.25,50.0,50.0,False,0.8,18,3_Contagion_Check_HighPI
11,59.0,58.75,58.75,60.0,False,0.8,18,3_Contagion_Check_HighPI
12,70.5,71.25,70.0,70.0,False,0.8,18,3_Contagion_Check_HighPI
13,78.5,76.25,78.75,82.5,False,0.8,18,3_Contagion_Check_HighPI
14,88.0,82.5,88.75,97.5,False,0.8,18,3_Contagion_Check_HighPI
15,92.5,88.75,93.75,97.5,False,0.8,18,3_Contagion_Check_HighPI
16,95.5,93.75,95.0,100.0,False,0.8,18,3_Contagion_Check_HighPI
17,96.5,95.0,96.25,100.0,False,0.8,18,3_Contagion_Check_HighPI
18,98.5,96.25,100.0,100.0,False,0.8,18,3_Contagion_Check_HighPI
19,99.0,97.5,100.0,100.0,False,0.8,18,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,19,3_Contagion_Check_HighPI
1,0.5,0.0,0.0,2.5,False,0.8,19,3_Contagion_Check_HighPI
2,0.5,0.0,0.0,2.5,False,0.8,19,3_Contagion_Check_HighPI
3,1.0,1.25,0.0,2.5,False,0.8,19,3_Contagion_Check_HighPI
4,3.0,5.0,0.0,5.0,False,0.8,19,3_Contagion_Check_HighPI
5,5.0,6.25,1.25,10.0,False,0.8,19,3_Contagion_Check_HighPI
6,6.5,7.5,3.75,10.0,False,0.8,19,3_Contagion_Check_HighPI
7,11.0,8.75,11.25,15.0,False,0.8,19,3_Contagion_Check_HighPI
8,19.0,17.5,20.0,20.0,False,0.8,19,3_Contagion_Check_HighPI
9,25.0,23.75,26.25,25.0,False,0.8,19,3_Contagion_Check_HighPI
10,31.5,31.25,33.75,27.500000000000004,False,0.8,19,3_Contagion_Check_HighPI
11,41.5,42.5,42.5,37.5,False,0.8,19,3_Contagion_Check_HighPI
12,52.0,50.0,55.00000000000001,50.0,False,0.8,19,3_Contagion_Check_HighPI
13,65.5,61.25000000000001,68.75,67.5,False,0.8,19,3_Contagion_Check_HighPI
14,75.0,70.0,80.0,75.0,False,0.8,19,3_Contagion_Check_HighPI
15,88.0,82.5,91.25,92.5,False,0.8,19,3_Contagion_Check_HighPI
16,93.5,90.0,96.25,95.0,False,0.8,19,3_Contagion_Check_HighPI
17,96.5,93.75,98.75,97.5,False,0.8,19,3_Contagion_Check_HighPI
18,97.5,96.25,98.75,97.5,False,0.8,19,3_Contagion_Check_HighPI
19,99.5,98.75,100.0,100.0,False,0.8,19,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,20,3_Contagion_Check_HighPI
1,0.5,1.25,0.0,0.0,False,0.8,20,3_Contagion_Check_HighPI
2,1.0,1.25,0.0,2.5,False,0.8,20,3_Contagion_Check_HighPI
3,1.5,2.5,0.0,2.5,False,0.8,20,3_Contagion_Check_HighPI
4,3.0,5.0,1.25,2.5,False,0.8,20,3_Contagion_Check_HighPI
5,4.0,6.25,2.5,2.5,False,0.8,20,3_Contagion_Check_HighPI
6,6.0,6.25,5.0,7.5,False,0.8,20,3_Contagion_Check_HighPI
7,7.5,6.25,8.75,7.5,False,0.8,20,3_Contagion_Check_HighPI
8,9.5,10.0,10.0,7.5,False,0.8,20,3_Contagion_Check_HighPI
9,13.0,12.5,11.25,17.5,False,0.8,20,3_Contagion_Check_HighPI
10,21.5,22.5,18.75,25.0,False,0.8,20,3_Contagion_Check_HighPI
11,28.499999999999996,26.25,26.25,37.5,False,0.8,20,3_Contagion_Check_HighPI
12,39.0,35.0,38.75,47.5,False,0.8,20,3_Contagion_Check_HighPI
13,50.5,46.25,52.5,55.00000000000001,False,0.8,20,3_Contagion_Check_HighPI
14,60.5,57.49999999999999,65.0,57.49999999999999,False,0.8,20,3_Contagion_Check_HighPI
15,73.5,75.0,72.5,72.5,False,0.8,20,3_Contagion_Check_HighPI
16,86.5,92.5,81.25,85.0,False,0.8,20,3_Contagion_Check_HighPI
17,95.0,97.5,93.75,92.5,False,0.8,20,3_Contagion_Check_HighPI
18,98.5,100.0,97.5,97.5,False,0.8,20,3_Contagion_Check_HighPI
19,100.0,100.0,100.0,100.0,False,0.8,20,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,21,3_Contagion_Check_HighPI
1,0.5,1.25,0.0,0.0,False,0.8,21,3_Contagion_Check_HighPI
2,1.0,2.5,0.0,0.0,False,0.8,21,3_Contagion_Check_HighPI
3,2.0,2.5,0.0,5.0,False,0.8,21,3_Contagion_Check_HighPI
4,4.0,3.75,2.5,7.5,False,0.8,21,3_Contagion_Check_HighPI
5,7.000000000000001,7.5,3.75,12.5,False,0.8,21,3_Contagion_Check_HighPI
6,8.5,7.5,6.25,15.0,False,0.8,21,3_Contagion_Check_HighPI
7,9.5,7.5,8.75,15.0,False,0.8,21,3_Contagion_Check_HighPI
8,12.5,12.5,11.25,15.0,False,0.8,21,3_Contagion_Check_HighPI
9,16.5,17.5,16.25,15.0,False,0.8,21,3_Contagion_Check_HighPI
10,25.5,25.0,26.25,25.0,False,0.8,21,3_Contagion_Check_HighPI
11,30.5,27.500000000000004,32.5,32.5,False,0.8,21,3_Contagion_Check_HighPI
12,37.0,33.75,38.75,40.0,False,0.8,21,3_Contagion_Check_HighPI
13,53.0,52.5,50.0,60.0,False,0.8,21,3_Contagion_Check_HighPI
14,64.5,60.0,67.5,67.5,False,0.8,21,3_Contagion_Check_HighPI
15,80.0,81.25,80.0,77.5,False,0.8,21,3_Contagion_Check_HighPI
16,86.5,91.25,85.0,80.0,False,0.8,21,3_Contagion_Check_HighPI
17,93.5,96.25,91.25,92.5,False,0.8,21,3_Contagion_Check_HighPI
18,99.0,100.0,97.5,100.0,False,0.8,21,3_Contagion_Check_HighPI
19,99.0,100.0,97.5,100.0,False,0.8,21,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,22,3_Contagion_Check_HighPI
1,1.5,1.25,1.25,2.5,False,0.8,22,3_Contagion_Check_HighPI
2,2.5,2.5,2.5,2.5,False,0.8,22,3_Contagion_Check_HighPI
3,4.5,6.25,3.75,2.5,False,0.8,22,3_Contagion_Check_HighPI
4,7.000000000000001,8.75,6.25,5.0,False,0.8,22,3_Contagion_Check_HighPI
5,10.5,10.0,10.0,12.5,False,0.8,22,3_Contagion_Check_HighPI
6,14.499999999999998,11.25,15.0,20.0,False,0.8,22,3_Contagion_Check_HighPI
7,22.0,20.0,20.0,30.0,False,0.8,22,3_Contagion_Check_HighPI
8,30.5,32.5,23.75,40.0,False,0.8,22,3_Contagion_Check_HighPI
9,40.5,40.0,37.5,47.5,False,0.8,22,3_Contagion_Check_HighPI
10,47.5,46.25,47.5,50.0,False,0.8,22,3_Contagion_Check_HighPI
11,55.00000000000001,52.5,57.49999999999999,55.00000000000001,False,0.8,22,3_Contagion_Check_HighPI
12,65.5,65.0,63.74999999999999,70.0,False,0.8,22,3_Contagion_Check_HighPI
13,76.0,76.25,71.25,85.0,False,0.8,22,3_Contagion_Check_HighPI
14,84.0,82.5,82.5,90.0,False,0.8,22,3_Contagion_Check_HighPI
15,93.5,91.25,95.0,95.0,False,0.8,22,3_Contagion_Check_HighPI
16,97.0,96.25,97.5,97.5,False,0.8,22,3_Contagion_Check_HighPI
17,99.0,98.75,100.0,97.5,False,0.8,22,3_Contagion_Check_HighPI
18,100.0,100.0,100.0,100.0,False,0.8,22,3_Contagion_Check_HighPI
19,100.0,100.0,100.0,100.0,False,0.8,22,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,23,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,23,3_Contagion_Check_HighPI
2,0.0,0.0,0.0,0.0,False,0.8,23,3_Contagion_Check_HighPI
3,1.5,1.25,2.5,0.0,False,0.8,23,3_Contagion_Check_HighPI
4,4.5,6.25,3.75,2.5,False,0.8,23,3_Contagion_Check_HighPI
5,7.000000000000001,10.0,5.0,5.0,False,0.8,23,3_Contagion_Check_HighPI
6,10.5,12.5,6.25,15.0,False,0.8,23,3_Contagion_Check_HighPI
7,14.000000000000002,16.25,10.0,17.5,False,0.8,23,3_Contagion_Check_HighPI
8,20.5,22.5,17.5,22.5,False,0.8,23,3_Contagion_Check_HighPI
9,25.5,25.0,23.75,30.0,False,0.8,23,3_Contagion_Check_HighPI
10,32.0,28.749999999999996,31.25,40.0,False,0.8,23,3_Contagion_Check_HighPI
11,37.0,35.0,36.25,42.5,False,0.8,23,3_Contagion_Check_HighPI
12,46.0,42.5,47.5,50.0,False,0.8,23,3_Contagion_Check_HighPI
13,56.00000000000001,51.24999999999999,56.25,65.0,False,0.8,23,3_Contagion_Check_HighPI
14,67.0,63.74999999999999,63.74999999999999,80.0,False,0.8,23,3_Contagion_Check_HighPI
15,81.0,76.25,78.75,95.0,False,0.8,23,3_Contagion_Check_HighPI
16,88.5,85.0,88.75,95.0,False,0.8,23,3_Contagion_Check_HighPI
17,94.5,96.25,92.5,95.0,False,0.8,23,3_Contagion_Check_HighPI
18,97.0,98.75,95.0,97.5,False,0.8,23,3_Contagion_Check_HighPI
19,99.5,100.0,98.75,100.0,False,0.8,23,3_Contagion_Check_HighPI
0,0.0,0.0,0.0,0.0,False,0.8,24,3_Contagion_Check_HighPI
1,0.0,0.0,0.0,0.0,False,0.8,24,3_Contagion_Check_HighPI
2,1.5,1.25,1.25,2.5,False,0.8,24,3_Contagion_Check_HighPI
3,3.0,2.5,3.75,2.5,False,0.8,24,3_Contagion_Check_HighPI
4,5.0,3.75,7.5,2.5,False,0.8,24,3_Contagion_Check_HighPI
5,7.5,7.5,10.0,2.5,False,0.8,24,3_Contagion_Check_HighPI
6,11.0,10.0,13.750000000000002,7.5,False,0.8,24,3_Contagion_Check_HighPI
7,12.5,11.25,13.750000000000002,12.5,False,0.8,24,3_Contagion_Check_HighPI
8,18.0,17.5,20.0,15.0,False,0.8,24,3_Contagion_Check_HighPI
9,23.0,25.0,25.0,15.0,False,0.8,24,3_Contagion_Check_HighPI
